https://www.comp.hkbu.edu.hk/v1/?page=highlights
Research Highlights
[0, highlights]
[1878, task]
[1879, scheduling]
[1880, problem]
[1881, on]
[1882, gpu]
[1883, clusters]
[1884, to]
[1885, implement]
[1886, an]
[1887, open]
[1888, source]
[1889, job]
[1890, management]
[1891, and]
[1892, scheduling]
[1893, system]
[1894, and]
[1895, to]
[1896, evaluate]
[1897, the]
[1898, performance]
[1899, of]
[1900, the]
[1901, proposed]
[1902, solutions]
[1903, using]
[1904, real]
[1905, world]
[1906, experiments]
[1907, indoor]
[1908, location]
[1909, analytics]
[1910, system]
[1911, for]
[1912, exhibition]
[1913, and]
[1914, convention]
[1915, industries]
[1916, ilas]
[1917, staff]
[1918, prof]
[1919, ng]
[1920, joseph]
[1921, kee]
[1922, yin]
[1923, objectives]
[1924, the]
[1925, proposed]
[1926, system]
[1927, brings]
[1928, new]
[1929, opportunities]
[1930, to]
[1931, different]
[1932, stakeholders]
[1933, in]
[1934, the]
[1935, exhibition]
[1936, and]
[1937, convention]
[1938, industry]
[1939, the]
[1940, buyers]
[1941, and]
[1942, exhibitors]
[1943, will]
[1944, have]
[1945, their]
[1946, matchmaking]
[1947, costs]
[1948, reduced]
[1949, and]
[1950, thus]
[1951, their]
[1952, levels]
[1953, of]
[1954, satisfaction]
[1955, increased]
[1956, more]
[1957, the]
[1958, exhibition]
[1959, organizers]
[1960, with]
[1961, the]
[1962, collected]
[1963, movement]
[1964, data]
[1965, stored]
[1966, at]
[1967, the]
[1968, backend]
[1969, analytics]
[1970, server]
[1971, are]
[1972, provided]
[1973, with]
[1974, decision]
[1975, support]
[1976, for]
[1977, better]
[1978, booth]
[1979, arrangement]
[1980, of]
[1981, exhibitors]
[1982, as]
[1983, well]
[1984, as]
[1985, supportive]
[1986, information]
[1987, for]
[1988, promoting]
[1989, exhibitors]
[1990, at]
[1991, sub]
[1992, optimal]
[1993, booth]
[1994, areas]
[1995, copyright]
[1996, 2020]
[1997, all]
[1998, rights]
[1999, reserved]
[2000, privacy]
[2001, policy]
[2002, department]
[2003, of]
[2004, computer]
[2005, science]
[2006, hong]
[2007, kong]
[2008, baptist]
[2009, university]
https://www.facebook.com/hkbu.comp
https://www.instagram.com/hkbu.comp
http://www.weibo.com/hkbucs/
?page=hkbu|HKBU
?page=buniport|BUniPort
?page=library|Library
?page=alumni|Alumni
?page=job_vacancies|Job Vacancies
?page=intranet|Intranet
?page=sitemap|Sitemap
?page=home|Home
?page=about_us|About Us
?page=people|People
?page=research|Research
?page=prospective_students|Prospective Students
?page=current_students|Current Students
?page=facilities|Facilities
?page=head|Message from Head
?page=whats_new|What s New
?page=achievements|Achievements
?page=newsletter|Newsletter
?page=dept_profile|Profile
?page=video_introduction|Video Introduction 
?page=contact|Contact   Direction
?page=faculty|Faculty Members
?page=admin|Supporting Staff
?page=research_staff|Research   Development Staff
?page=pg_students|Postgraduate Students
?page=research_areas|Areas
?page=centres|Centres
?page=funded_projects|Funded Projects
?page=journal_editorship|Journal Editorship
?page=technical_reports|Technical Reports
?pid=32|Conferences
?page=4_prospective_stud_ug_prog|Undergraduate  JUPAS 
?page=4_prospective_stud_ug_prog_nj|Undergraduate  Non JUPAS 
?page=prospective_stud_pg|Postgraduate
?page=mscais|MSc in Advanced Information Systems
?page=mscitm|MSc in IT Management
?page=current_stud_ug|Undergraduate
?page=current_stud_pg|Postgraduate
?pid=273|MSc AIS
?pid=95|MSc ITM
?pid=128|Introduction
?pid=174|Facilities for Students
?pid=175|Facilities for Staff and RPg Only
?page=facilities_teaching|Teaching Facilities
?page=facilities_research|Research Facilities
?page=4_prospective_stud_ug_prog
http://www.comp.hkbu.edu.hk/msc/
?page=prospective_stud_pg
?page=awards_and_scholarships
?page=news|News   Achievements
?page=events|Events
?pid=14|Video
?page=highlights|Research Highlights
?pid=16|Contact   Direction
/outreach/
http://www.hkbu.edu.hk/eng/about/privacy.jsp|Privacy Policy
